,Crop,Soil,Temperature,Soil_Texture,Soil_Colour,Drainage,Water_holding_capacity,Sunlight,Yield
399,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
400,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
401,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
402,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
403,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
404,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
405,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
406,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
407,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
408,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
409,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
410,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
411,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
412,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
413,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
414,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
415,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
416,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
417,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
418,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
419,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
420,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
421,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
422,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
423,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
424,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
425,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
426,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
427,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
428,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
429,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
430,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
431,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
432,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
433,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
434,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
435,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
436,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
437,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
438,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
439,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
440,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
441,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
442,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
443,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
444,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
445,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
446,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
447,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
448,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
449,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
450,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
451,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
452,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
453,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
454,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
455,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
456,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
457,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
458,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
459,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
460,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
461,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
462,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
463,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
464,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
465,Chilli,Red,36,Sandy,Red,High,Low,hgh,Poor
466,Tomato,Red,36,Sandy,Red,High,Low,hgh,Good
467,Potato,Red,36,Sandy,Red,High,Low,hgh,Average
468,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,hgh,Good
469,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,hgh,Good
470,Chilli,Red,37,Sandy,Red,High,Low,hgh,Poor
471,Tomato,Red,37,Sandy,Red,High,Low,hgh,Good
472,Potato,Red,37,Sandy,Red,High,Low,hgh,Average
473,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
474,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
475,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
476,Tomato,Red,37,Sandy,Red,High,Low,low,Good
477,Potato,Red,36,Sandy,Red,High,Low,low,Average
478,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
479,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
480,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
481,Tomato,Red,36,Sandy,Red,High,Low,low,Good
482,Potato,Red,36,Sandy,Red,High,Low,low,Average
483,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
484,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
485,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
486,Tomato,Red,37,Sandy,Red,High,Low,low,Good
487,Potato,Red,38,Sandy,Red,High,Low,low,Average
488,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
489,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
490,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
491,Tomato,Red,37,Sandy,Red,High,Low,low,Good
492,Potato,Red,38,Sandy,Red,High,Low,low,Average
493,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
494,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
495,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
496,Tomato,Red,37,Sandy,Red,High,Low,low,Good
497,Potato,Red,37,Sandy,Red,High,Low,low,Average
498,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
499,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
500,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
501,Tomato,Red,37,Sandy,Red,High,Low,low,Good
502,Potato,Red,36,Sandy,Red,High,Low,low,Average
503,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
504,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
505,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
506,Tomato,Red,37,Sandy,Red,High,Low,low,Good
507,Potato,Red,38,Sandy,Red,High,Low,low,Average
508,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
509,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
510,Chilli,Red,36,Sandy,Red,High,Low,low,Poor
511,Tomato,Red,36,Sandy,Red,High,Low,low,Good
512,Potato,Red,37,Sandy,Red,High,Low,low,Average
513,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
514,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
515,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
516,Tomato,Red,37,Sandy,Red,High,Low,low,Good
517,Potato,Red,37,Sandy,Red,High,Low,low,Average
518,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
519,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
520,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
521,Tomato,Red,37,Sandy,Red,High,Low,low,Good
522,Potato,Red,38,Sandy,Red,High,Low,low,Average
523,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
524,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
525,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
526,Tomato,Red,38,Sandy,Red,High,Low,low,Good
527,Potato,Red,37,Sandy,Red,High,Low,low,Average
528,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
529,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
530,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
531,Tomato,Red,37,Sandy,Red,High,Low,low,Good
532,Potato,Red,38,Sandy,Red,High,Low,low,Average
533,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
534,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
535,Chilli,Red,39,Sandy,Red,High,Low,low,Poor
536,Tomato,Red,39,Sandy,Red,High,Low,low,Good
537,Potato,Red,37,Sandy,Red,High,Low,low,Average
538,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
539,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
540,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
541,Tomato,Red,37,Sandy,Red,High,Low,low,Good
542,Potato,Red,38,Sandy,Red,High,Low,low,Average
543,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
544,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
545,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
546,Tomato,Red,38,Sandy,Red,High,Low,low,Good
547,Potato,Red,39,Sandy,Red,High,Low,low,Average
548,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
549,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
550,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
551,Tomato,Red,38,Sandy,Red,High,Low,low,Good
552,Potato,Red,39,Sandy,Red,High,Low,low,Average
553,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
554,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
555,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
556,Tomato,Red,38,Sandy,Red,High,Low,low,Good
557,Potato,Red,38,Sandy,Red,High,Low,low,Average
558,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
559,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
560,Chilli,Red,39,Sandy,Red,High,Low,low,Poor
561,Tomato,Red,39,Sandy,Red,High,Low,low,Good
562,Potato,Red,38,Sandy,Red,High,Low,low,Average
563,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
564,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
565,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
566,Tomato,Red,37,Sandy,Red,High,Low,low,Good
567,Potato,Red,37,Sandy,Red,High,Low,low,Average
568,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
569,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
570,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
571,Tomato,Red,38,Sandy,Red,High,Low,low,Good
572,Potato,Red,39,Sandy,Red,High,Low,low,Average
573,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
574,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
575,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
576,Tomato,Red,37,Sandy,Red,High,Low,low,Good
577,Potato,Red,38,Sandy,Red,High,Low,low,Average
578,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
579,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
580,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
581,Tomato,Red,37,Sandy,Red,High,Low,low,Good
582,Potato,Red,38,Sandy,Red,High,Low,low,Average
583,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
584,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
585,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
586,Tomato,Red,38,Sandy,Red,High,Low,low,Good
587,Potato,Red,38,Sandy,Red,High,Low,low,Average
588,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
589,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
590,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
591,Tomato,Red,37,Sandy,Red,High,Low,low,Good
592,Potato,Red,37,Sandy,Red,High,Low,low,Average
593,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
594,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
595,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
596,Tomato,Red,38,Sandy,Red,High,Low,low,Good
597,Potato,Red,39,Sandy,Red,High,Low,low,Average
598,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
599,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
600,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
601,Tomato,Red,37,Sandy,Red,High,Low,low,Good
602,Potato,Red,38,Sandy,Red,High,Low,low,Average
603,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
604,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
605,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
606,Tomato,Red,38,Sandy,Red,High,Low,low,Good
607,Potato,Red,37,Sandy,Red,High,Low,low,Average
608,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
609,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
610,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
611,Tomato,Red,38,Sandy,Red,High,Low,low,Good
612,Potato,Red,38,Sandy,Red,High,Low,low,Average
613,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
614,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
615,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
616,Tomato,Red,37,Sandy,Red,High,Low,low,Good
617,Potato,Red,38,Sandy,Red,High,Low,low,Average
618,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
619,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
620,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
621,Tomato,Red,39,Sandy,Red,High,Low,low,Good
622,Potato,Red,37,Sandy,Red,High,Low,low,Average
623,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
624,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
625,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
626,Tomato,Red,37,Sandy,Red,High,Low,low,Good
627,Potato,Red,37,Sandy,Red,High,Low,low,Average
628,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
629,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
630,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
631,Tomato,Red,38,Sandy,Red,High,Low,low,Good
632,Potato,Red,39,Sandy,Red,High,Low,low,Average
633,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
634,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
635,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
636,Tomato,Red,37,Sandy,Red,High,Low,low,Good
637,Potato,Red,38,Sandy,Red,High,Low,low,Average
638,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
639,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
640,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
641,Tomato,Red,37,Sandy,Red,High,Low,low,Good
642,Potato,Red,38,Sandy,Red,High,Low,low,Average
643,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
644,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
645,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
646,Tomato,Red,37,Sandy,Red,High,Low,low,Good
647,Potato,Red,37,Sandy,Red,High,Low,low,Average
648,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
649,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
650,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
651,Tomato,Red,38,Sandy,Red,High,Low,low,Good
652,Potato,Red,39,Sandy,Red,High,Low,low,Average
653,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
654,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
655,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
656,Tomato,Red,37,Sandy,Red,High,Low,low,Good
657,Potato,Red,37,Sandy,Red,High,Low,low,Average
658,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
659,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
660,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
661,Tomato,Red,38,Sandy,Red,High,Low,low,Good
662,Potato,Red,38,Sandy,Red,High,Low,low,Average
663,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
664,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
665,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
666,Tomato,Red,37,Sandy,Red,High,Low,low,Good
667,Potato,Red,37,Sandy,Red,High,Low,low,Average
668,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
669,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
670,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
671,Tomato,Red,37,Sandy,Red,High,Low,low,Good
672,Potato,Red,38,Sandy,Red,High,Low,low,Average
673,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
674,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
675,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
676,Tomato,Red,37,Sandy,Red,High,Low,low,Good
677,Potato,Red,37,Sandy,Red,High,Low,low,Average
678,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
679,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
680,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
681,Tomato,Red,38,Sandy,Red,High,Low,low,Good
682,Potato,Red,38,Sandy,Red,High,Low,low,Average
683,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
684,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
685,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
686,Tomato,Red,38,Sandy,Red,High,Low,low,Good
687,Potato,Red,39,Sandy,Red,High,Low,low,Average
688,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
689,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
690,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
691,Tomato,Red,37,Sandy,Red,High,Low,low,Good
692,Potato,Red,38,Sandy,Red,High,Low,low,Average
693,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
694,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
695,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
696,Tomato,Red,38,Sandy,Red,High,Low,low,Good
697,Potato,Red,37,Sandy,Red,High,Low,low,Average
698,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
699,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
700,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
701,Tomato,Red,37,Sandy,Red,High,Low,low,Good
702,Potato,Red,38,Sandy,Red,High,Low,low,Average
703,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
704,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
705,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
706,Tomato,Red,37,Sandy,Red,High,Low,low,Good
707,Potato,Red,39,Sandy,Red,High,Low,low,Average
708,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
709,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
710,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
711,Tomato,Red,38,Sandy,Red,High,Low,low,Good
712,Potato,Red,37,Sandy,Red,High,Low,low,Average
713,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
714,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
715,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
716,Tomato,Red,38,Sandy,Red,High,Low,low,Good
717,Potato,Red,37,Sandy,Red,High,Low,low,Average
718,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
719,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
720,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
721,Tomato,Red,38,Sandy,Red,High,Low,low,Good
722,Potato,Red,39,Sandy,Red,High,Low,low,Average
723,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
724,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
725,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
726,Tomato,Red,37,Sandy,Red,High,Low,low,Good
727,Potato,Red,38,Sandy,Red,High,Low,low,Average
728,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
729,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
730,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
731,Tomato,Red,37,Sandy,Red,High,Low,low,Good
732,Potato,Red,37,Sandy,Red,High,Low,low,Average
733,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
734,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
735,Chilli,Red,38,Sandy,Red,High,Low,low,Poor
736,Tomato,Red,38,Sandy,Red,High,Low,low,Good
737,Potato,Red,39,Sandy,Red,High,Low,low,Average
738,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
739,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
740,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
741,Tomato,Red,38,Sandy,Red,High,Low,low,Good
742,Potato,Red,39,Sandy,Red,High,Low,low,Average
743,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
744,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
745,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
746,Tomato,Red,37,Sandy,Red,High,Low,low,Good
747,Potato,Red,38,Sandy,Red,High,Low,low,Average
748,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
749,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
750,Chilli,Red,36,Sandy,Red,High,Low,low,Poor
751,Tomato,Red,36,Sandy,Red,High,Low,low,Good
752,Potato,Red,35,Sandy,Red,High,Low,low,Average
753,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
754,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
755,Chilli,Red,36,Sandy,Red,High,Low,low,Poor
756,Tomato,Red,36,Sandy,Red,High,Low,low,Good
757,Potato,Red,37,Sandy,Red,High,Low,low,Average
758,Chilli,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
759,Tomato,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
760,Chilli,Red,36,Sandy,Red,High,Low,low,Poor
761,Tomato,Red,35,Sandy,Red,High,Low,low,Good
762,Potato,Red,36,Sandy,Red,High,Low,low,Average
763,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
764,Tomato,Alluvial,35,Loamy,Brown,Medium,Medium,low,Good
765,Chilli,Red,35,Sandy,Red,High,Low,low,Poor
766,Tomato,Red,36,Sandy,Red,High,Low,low,Good
767,Potato,Red,36,Sandy,Red,High,Low,low,Average
768,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
769,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
770,Chilli,Red,36,Sandy,Red,High,Low,low,Poor
771,Tomato,Red,36,Sandy,Red,High,Low,low,Good
772,Potato,Red,37,Sandy,Red,High,Low,low,Average
773,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
774,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
775,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
776,Tomato,Red,38,Sandy,Red,High,Low,low,Good
777,Potato,Red,38,Sandy,Red,High,Low,low,Average
778,Chilli,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
779,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
780,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
781,Tomato,Red,38,Sandy,Red,High,Low,low,Good
782,Potato,Red,38,Sandy,Red,High,Low,low,Average
783,Chilli,Alluvial,36,Loamy,Brown,Medium,Medium,low,Good
784,Tomato,Alluvial,37,Loamy,Brown,Medium,Medium,low,Good
785,Chilli,Red,35,Sandy,Red,High,Low,low,Poor
786,Tomato,Red,37,Sandy,Red,High,Low,low,Good
787,Potato,Red,37,Sandy,Red,High,Low,low,Average
788,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
789,Tomato,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
790,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
791,Tomato,Red,37,Sandy,Red,High,Low,low,Good
792,Potato,Red,37,Sandy,Red,High,Low,low,Average
793,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
794,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
795,Chilli,Red,37,Sandy,Red,High,Low,low,Poor
796,Tomato,Red,37,Sandy,Red,High,Low,low,Good
797,Potato,Red,38,Sandy,Red,High,Low,low,Average
798,Chilli,Alluvial,38,Loamy,Brown,Medium,Medium,low,Good
799,Tomato,Alluvial,39,Loamy,Brown,Medium,Medium,low,Good
800,Chilli,Red,34,Sandy,Red,High,Low,low,Poor
801,Tomato,Red,35,Sandy,Red,High,Low,low,Good
802,Potato,Red,34,Sandy,Red,High,Low,low,Average
803,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
804,Tomato,Alluvial,33,Loamy,Brown,Medium,Medium,low,Good
805,Chilli,Red,34,Sandy,Red,High,Low,low,Poor
806,Tomato,Red,35,Sandy,Red,High,Low,low,Good
807,Potato,Red,34,Sandy,Red,High,Low,low,Average
808,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
809,Tomato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
810,Chilli,Red,35,Sandy,Red,High,Low,low,Poor
811,Tomato,Red,35,Sandy,Red,High,Low,low,Good
812,Potato,Red,35,Sandy,Red,High,Low,low,Average
813,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
814,Tomato,Alluvial,33,Loamy,Brown,Medium,Medium,low,Good
815,Chilli,Red,34,Sandy,Red,High,Low,low,Poor
816,Tomato,Red,35,Sandy,Red,High,Low,low,Good
817,Potato,Red,35,Sandy,Red,High,Low,low,Average
818,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
